city,timestamp,temperature,season
New York,2010-01-01,6.482282914637657,winter
New York,2010-01-02,5.995617393061092,winter
New York,2010-01-03,1.4349791949555692,winter
New York,2010-01-04,-4.813672834666503,winter
New York,2010-01-05,-1.7563806848986687,winter
New York,2010-01-06,2.1773820047785937,winter
New York,2010-01-07,-6.128823345010942,winter
New York,2010-01-08,4.165792091415794,winter
New York,2010-01-09,2.485471789992289,winter
New York,2010-01-10,4.423882779153068,winter
New York,2010-01-11,5.505823948467664,winter
New York,2010-01-12,-5.7384284961403225,winter
New York,2010-01-13,-9.81922510885958,winter
New York,2010-01-14,-6.356963239411316,winter
New York,2010-01-15,5.955459142839028,winter
New York,2010-01-16,-1.1822193805257728,winter
New York,2010-01-17,2.2204600120853937,winter
New York,2010-01-18,8.175797943877509,winter
New York,2010-01-19,5.671530890171523,winter
New York,2010-01-20,7.24986882289279,winter
New York,2010-01-21,-0.5269817557621491,winter
New York,2010-01-22,-0.9644045573771788,winter
New York,2010-01-23,-0.6367242362832881,winter
New York,2010-01-24,-5.052659201227017,winter
New York,2010-01-25,-0.7640422328559155,winter
New York,2010-01-26,-6.092056145967089,winter
New York,2010-01-27,1.4325095611153271,winter
New York,2010-01-28,8.341976434308,winter
New York,2010-01-29,0.5189181893792595,winter
New York,2010-01-30,-2.6634660988425534,winter
New York,2010-01-31,-5.945441239034043,winter
New York,2010-02-01,1.0994907803817258,winter
New York,2010-02-02,5.464758524306562,winter
New York,2010-02-03,8.274342337241817,winter
New York,2010-02-04,4.312939938434685,winter
New York,2010-02-05,-5.264861617056322,winter
New York,2010-02-06,1.7914040942430338,winter
New York,2010-02-07,-0.22198497962360103,winter
New York,2010-02-08,-0.2936415425887326,winter
New York,2010-02-09,-13.538163088080424,winter
New York,2010-02-10,12.060934022845249,winter
New York,2010-02-11,-0.6513507265859022,winter
New York,2010-02-12,-0.17207210157207598,winter
New York,2010-02-13,0.9627446847787292,winter
New York,2010-02-14,-3.0364659259061364,winter
New York,2010-02-15,-5.117517399537262,winter
New York,2010-02-16,-2.7444983682957154,winter
New York,2010-02-17,-4.790330561438218,winter
New York,2010-02-18,2.3563905971163943,winter
New York,2010-02-19,-3.0693447312184134,winter
New York,2010-02-20,4.529086117510637,winter
New York,2010-02-21,-0.4559770116219561,winter
New York,2010-02-22,0.6152151345505616,winter
New York,2010-02-23,-1.3411079161581043,winter
New York,2010-02-24,11.339873866000172,winter
New York,2010-02-25,-2.238971277528443,winter
New York,2010-02-26,5.381673123681654,winter
New York,2010-02-27,5.53607179474384,winter
New York,2010-02-28,-0.46106022477238967,winter
New York,2010-03-01,18.593880142764718,spring
New York,2010-03-02,6.747192193721055,spring
New York,2010-03-03,18.989796865967598,spring
New York,2010-03-04,11.275184070429749,spring
New York,2010-03-05,4.984371206242555,spring
New York,2010-03-06,10.86295672669386,spring
New York,2010-03-07,14.101019674696635,spring
New York,2010-03-08,7.960390741276753,spring
New York,2010-03-09,7.906201366002195,spring
